t_pc_ns,sync_id,state,description
1637517934590500,100,MARKER_UPDATE,ArUco ID 100
1637518939590300,101,MARKER_UPDATE,ArUco ID 101
1637519956505700,102,MARKER_UPDATE,ArUco ID 102
1637520972821500,103,MARKER_UPDATE,ArUco ID 103
1637521981141500,104,MARKER_UPDATE,ArUco ID 104
1637522997747800,105,MARKER_UPDATE,ArUco ID 105
1637523997759700,106,MARKER_UPDATE,ArUco ID 106
1637525022094500,107,MARKER_UPDATE,ArUco ID 107
1637526025476000,108,MARKER_UPDATE,ArUco ID 108
1637527039326100,109,MARKER_UPDATE,ArUco ID 109
1637528056540000,110,MARKER_UPDATE,ArUco ID 110
1637529059607400,111,MARKER_UPDATE,ArUco ID 111
1637530059655800,112,MARKER_UPDATE,ArUco ID 112
1637531073037600,113,MARKER_UPDATE,ArUco ID 113
1637532081339800,114,MARKER_UPDATE,ArUco ID 114
1637533096429200,115,MARKER_UPDATE,ArUco ID 115
1637534105816400,116,MARKER_UPDATE,ArUco ID 116
1637535113306600,117,MARKER_UPDATE,ArUco ID 117
1637536122437700,118,MARKER_UPDATE,ArUco ID 118
1637537139100300,119,MARKER_UPDATE,ArUco ID 119
1637538155731100,120,MARKER_UPDATE,ArUco ID 120
1637539171712200,121,MARKER_UPDATE,ArUco ID 121
1637540172359300,122,MARKER_UPDATE,ArUco ID 122
1637541186807200,123,MARKER_UPDATE,ArUco ID 123
1637542186894700,124,MARKER_UPDATE,ArUco ID 124
1637543197254600,125,MARKER_UPDATE,ArUco ID 125
1637544205555000,126,MARKER_UPDATE,ArUco ID 126
1637545208694000,127,MARKER_UPDATE,ArUco ID 127
1637546223660300,128,MARKER_UPDATE,ArUco ID 128
1637547226148300,129,MARKER_UPDATE,ArUco ID 129
1637548239216500,130,MARKER_UPDATE,ArUco ID 130
1637549250746600,131,MARKER_UPDATE,ArUco ID 131
1637550265769400,132,MARKER_UPDATE,ArUco ID 132
1637551272577500,133,MARKER_UPDATE,ArUco ID 133
1637552289206100,134,MARKER_UPDATE,ArUco ID 134
1637553312922800,135,MARKER_UPDATE,ArUco ID 135
1637554326283000,136,MARKER_UPDATE,ArUco ID 136
1637555333846000,137,MARKER_UPDATE,ArUco ID 137
1637556337209200,138,MARKER_UPDATE,ArUco ID 138
1637557342636600,139,MARKER_UPDATE,ArUco ID 139
1637558355223900,140,MARKER_UPDATE,ArUco ID 140
1637559363511800,141,MARKER_UPDATE,ArUco ID 141
1637560372292100,142,MARKER_UPDATE,ArUco ID 142
