t_pc_ns,sync_id,state,description
1626763763020500,100,MARKER_UPDATE,ArUco ID 100
1626764775452200,101,MARKER_UPDATE,ArUco ID 101
1626765777197900,102,MARKER_UPDATE,ArUco ID 102
1626766790715700,103,MARKER_UPDATE,ArUco ID 103
1626767805069000,104,MARKER_UPDATE,ArUco ID 104
1626768806774800,105,MARKER_UPDATE,ArUco ID 105
1626769821962100,106,MARKER_UPDATE,ArUco ID 106
1626770828832700,107,MARKER_UPDATE,ArUco ID 107
1626771833078600,108,MARKER_UPDATE,ArUco ID 108
1626772845199600,109,MARKER_UPDATE,ArUco ID 109
1626773858037300,110,MARKER_UPDATE,ArUco ID 110
1626774871228200,111,MARKER_UPDATE,ArUco ID 111
1626775886369200,112,MARKER_UPDATE,ArUco ID 112
1626776899951600,113,MARKER_UPDATE,ArUco ID 113
1626777901846500,114,MARKER_UPDATE,ArUco ID 114
1626778916248000,115,MARKER_UPDATE,ArUco ID 115
1626779930119700,116,MARKER_UPDATE,ArUco ID 116
1626780932562400,117,MARKER_UPDATE,ArUco ID 117
1626781945096700,118,MARKER_UPDATE,ArUco ID 118
1626782945704500,119,MARKER_UPDATE,ArUco ID 119
1626783959961900,120,MARKER_UPDATE,ArUco ID 120
1626784973077900,121,MARKER_UPDATE,ArUco ID 121
1626785976759800,122,MARKER_UPDATE,ArUco ID 122
1626786991793500,123,MARKER_UPDATE,ArUco ID 123
1626788006588000,124,MARKER_UPDATE,ArUco ID 124
1626789009275000,125,MARKER_UPDATE,ArUco ID 125
1626790010751500,126,MARKER_UPDATE,ArUco ID 126
1626791025418400,127,MARKER_UPDATE,ArUco ID 127
1626792037773400,128,MARKER_UPDATE,ArUco ID 128
1626793052546800,129,MARKER_UPDATE,ArUco ID 129
1626794067096200,130,MARKER_UPDATE,ArUco ID 130
1626795081757000,131,MARKER_UPDATE,ArUco ID 131
1626796085959200,132,MARKER_UPDATE,ArUco ID 132
1626797086507800,133,MARKER_UPDATE,ArUco ID 133
1626798100793800,134,MARKER_UPDATE,ArUco ID 134
1626799113527600,135,MARKER_UPDATE,ArUco ID 135
1626800120163600,136,MARKER_UPDATE,ArUco ID 136
1626801121975500,137,MARKER_UPDATE,ArUco ID 137
1626802134269300,138,MARKER_UPDATE,ArUco ID 138
1626803145512200,139,MARKER_UPDATE,ArUco ID 139
1626804159532800,140,MARKER_UPDATE,ArUco ID 140
1626805163716900,141,MARKER_UPDATE,ArUco ID 141
1626806164062500,142,MARKER_UPDATE,ArUco ID 142
1626807179434000,143,MARKER_UPDATE,ArUco ID 143
1626808194211800,144,MARKER_UPDATE,ArUco ID 144
1626809208783000,145,MARKER_UPDATE,ArUco ID 145
1626810222315400,146,MARKER_UPDATE,ArUco ID 146
1626811237469700,147,MARKER_UPDATE,ArUco ID 147
1626812238529100,148,MARKER_UPDATE,ArUco ID 148
1626813243354400,149,MARKER_UPDATE,ArUco ID 149
1626814250908900,150,MARKER_UPDATE,ArUco ID 150
1626815260993000,151,MARKER_UPDATE,ArUco ID 151
1626816262038800,152,MARKER_UPDATE,ArUco ID 152
1626817276376100,153,MARKER_UPDATE,ArUco ID 153
1626818289999300,154,MARKER_UPDATE,ArUco ID 154
1626819302348800,155,MARKER_UPDATE,ArUco ID 155
1626820305246400,156,MARKER_UPDATE,ArUco ID 156
1626821319342000,157,MARKER_UPDATE,ArUco ID 157
1626822322204000,158,MARKER_UPDATE,ArUco ID 158
1626823334171900,159,MARKER_UPDATE,ArUco ID 159
1626824337229400,160,MARKER_UPDATE,ArUco ID 160
1626825339902100,161,MARKER_UPDATE,ArUco ID 161
1626826341830500,162,MARKER_UPDATE,ArUco ID 162
1626827343499500,163,MARKER_UPDATE,ArUco ID 163
1626828344698400,164,MARKER_UPDATE,ArUco ID 164
1626829346686000,165,MARKER_UPDATE,ArUco ID 165
1626830346795300,166,MARKER_UPDATE,ArUco ID 166
1626831362120700,167,MARKER_UPDATE,ArUco ID 167
1626832377683400,168,MARKER_UPDATE,ArUco ID 168
1626833392964700,169,MARKER_UPDATE,ArUco ID 169
1626834407171200,170,MARKER_UPDATE,ArUco ID 170
1626835410186100,171,MARKER_UPDATE,ArUco ID 171
