t_pc_ns,sync_id,state,description
1111641778391400,100,MARKER_UPDATE,ArUco ID 100
1111642787008400,101,MARKER_UPDATE,ArUco ID 101
1111643789719400,102,MARKER_UPDATE,ArUco ID 102
1111644794457000,103,MARKER_UPDATE,ArUco ID 103
1111645795896600,104,MARKER_UPDATE,ArUco ID 104
1111646796884100,105,MARKER_UPDATE,ArUco ID 105
1111647806274800,106,MARKER_UPDATE,ArUco ID 106
1111648831736800,107,MARKER_UPDATE,ArUco ID 107
1111649837476100,108,MARKER_UPDATE,ArUco ID 108
1111650852006800,109,MARKER_UPDATE,ArUco ID 109
1111651860750800,110,MARKER_UPDATE,ArUco ID 110
1111652863871200,111,MARKER_UPDATE,ArUco ID 111
1111653878950000,112,MARKER_UPDATE,ArUco ID 112
1111654893122500,113,MARKER_UPDATE,ArUco ID 113
1111655905916000,114,MARKER_UPDATE,ArUco ID 114
1111656921172700,115,MARKER_UPDATE,ArUco ID 115
1111657931545900,116,MARKER_UPDATE,ArUco ID 116
1111658946743500,117,MARKER_UPDATE,ArUco ID 117
1111659962099000,118,MARKER_UPDATE,ArUco ID 118
1111660971947500,119,MARKER_UPDATE,ArUco ID 119
1111661981435700,120,MARKER_UPDATE,ArUco ID 120
1111662994447800,121,MARKER_UPDATE,ArUco ID 121
1111664013570200,122,MARKER_UPDATE,ArUco ID 122
1111665031379500,123,MARKER_UPDATE,ArUco ID 123
1111666039698800,124,MARKER_UPDATE,ArUco ID 124
1111667045360800,125,MARKER_UPDATE,ArUco ID 125
1111668046882300,126,MARKER_UPDATE,ArUco ID 126
1111669054519300,127,MARKER_UPDATE,ArUco ID 127
1111670063657400,128,MARKER_UPDATE,ArUco ID 128
1111671064550600,129,MARKER_UPDATE,ArUco ID 129
1111672065081900,130,MARKER_UPDATE,ArUco ID 130
1111673071248500,131,MARKER_UPDATE,ArUco ID 131
1111674071637800,132,MARKER_UPDATE,ArUco ID 132
1111675072933500,133,MARKER_UPDATE,ArUco ID 133
1111676089514900,134,MARKER_UPDATE,ArUco ID 134
1111677097542400,135,MARKER_UPDATE,ArUco ID 135
1111678103618900,136,MARKER_UPDATE,ArUco ID 136
1111679113549900,137,MARKER_UPDATE,ArUco ID 137
1111680119627000,138,MARKER_UPDATE,ArUco ID 138
1111681121009700,139,MARKER_UPDATE,ArUco ID 139
1111682134237600,140,MARKER_UPDATE,ArUco ID 140
1111683138656700,141,MARKER_UPDATE,ArUco ID 141
1111684146338300,142,MARKER_UPDATE,ArUco ID 142
1111685155912600,143,MARKER_UPDATE,ArUco ID 143
1111686164171100,144,MARKER_UPDATE,ArUco ID 144
1111687178572200,145,MARKER_UPDATE,ArUco ID 145
1111688188633500,146,MARKER_UPDATE,ArUco ID 146
1111689189145000,147,MARKER_UPDATE,ArUco ID 147
1111690196400000,148,MARKER_UPDATE,ArUco ID 148
1111691202618700,149,MARKER_UPDATE,ArUco ID 149
1111692217680200,150,MARKER_UPDATE,ArUco ID 150
1111693221851400,151,MARKER_UPDATE,ArUco ID 151
1111694230629100,152,MARKER_UPDATE,ArUco ID 152
1111695237933200,153,MARKER_UPDATE,ArUco ID 153
1111696255567900,154,MARKER_UPDATE,ArUco ID 154
1111697257592800,155,MARKER_UPDATE,ArUco ID 155
1111698271198700,156,MARKER_UPDATE,ArUco ID 156
1111699277872900,157,MARKER_UPDATE,ArUco ID 157
1111700288051300,158,MARKER_UPDATE,ArUco ID 158
1111701296580500,159,MARKER_UPDATE,ArUco ID 159
1111702310103200,160,MARKER_UPDATE,ArUco ID 160
1111703324194800,161,MARKER_UPDATE,ArUco ID 161
1111704330559100,162,MARKER_UPDATE,ArUco ID 162
1111705336067900,163,MARKER_UPDATE,ArUco ID 163
1111706338854000,164,MARKER_UPDATE,ArUco ID 164
1111707346395900,165,MARKER_UPDATE,ArUco ID 165
1111708352439100,166,MARKER_UPDATE,ArUco ID 166
1111709362070300,167,MARKER_UPDATE,ArUco ID 167
1111710380271500,168,MARKER_UPDATE,ArUco ID 168
1111711395187200,169,MARKER_UPDATE,ArUco ID 169
1111712402191200,170,MARKER_UPDATE,ArUco ID 170
1111713413474600,171,MARKER_UPDATE,ArUco ID 171
1111714413645700,172,MARKER_UPDATE,ArUco ID 172
1111715438484300,173,MARKER_UPDATE,ArUco ID 173
1111716451901300,174,MARKER_UPDATE,ArUco ID 174
1111717461355000,175,MARKER_UPDATE,ArUco ID 175
1111718472885100,176,MARKER_UPDATE,ArUco ID 176
1111719480067600,177,MARKER_UPDATE,ArUco ID 177
1111720490327400,178,MARKER_UPDATE,ArUco ID 178
1111721500351500,179,MARKER_UPDATE,ArUco ID 179
1111722514983500,180,MARKER_UPDATE,ArUco ID 180
1111723519992500,181,MARKER_UPDATE,ArUco ID 181
1111724532737500,182,MARKER_UPDATE,ArUco ID 182
1111725534856700,183,MARKER_UPDATE,ArUco ID 183
1111726549668300,184,MARKER_UPDATE,ArUco ID 184
1111727552793100,185,MARKER_UPDATE,ArUco ID 185
1111728554156800,186,MARKER_UPDATE,ArUco ID 186
1111729563271000,187,MARKER_UPDATE,ArUco ID 187
1111730571565600,188,MARKER_UPDATE,ArUco ID 188
1111731579885400,189,MARKER_UPDATE,ArUco ID 189
1111732588107500,190,MARKER_UPDATE,ArUco ID 190
1111733598574000,191,MARKER_UPDATE,ArUco ID 191
1111734604785200,192,MARKER_UPDATE,ArUco ID 192
1111735621465400,193,MARKER_UPDATE,ArUco ID 193
1111736636341000,194,MARKER_UPDATE,ArUco ID 194
1111737643786100,195,MARKER_UPDATE,ArUco ID 195
1111738647221900,196,MARKER_UPDATE,ArUco ID 196
1111739661402000,197,MARKER_UPDATE,ArUco ID 197
1111740662430200,198,MARKER_UPDATE,ArUco ID 198
1111741677970900,199,MARKER_UPDATE,ArUco ID 199
1111742689984500,200,MARKER_UPDATE,ArUco ID 200
1111743705017200,201,MARKER_UPDATE,ArUco ID 201
1111744714701400,202,MARKER_UPDATE,ArUco ID 202
1111745718052500,203,MARKER_UPDATE,ArUco ID 203
1111746721147900,204,MARKER_UPDATE,ArUco ID 204
1111747736647900,205,MARKER_UPDATE,ArUco ID 205
1111748753249600,206,MARKER_UPDATE,ArUco ID 206
1111749763727200,207,MARKER_UPDATE,ArUco ID 207
1111750769463900,208,MARKER_UPDATE,ArUco ID 208
1111751785541900,209,MARKER_UPDATE,ArUco ID 209
1111752794363300,210,MARKER_UPDATE,ArUco ID 210
1111753800680900,211,MARKER_UPDATE,ArUco ID 211
1111754812624700,212,MARKER_UPDATE,ArUco ID 212
1111755820969000,213,MARKER_UPDATE,ArUco ID 213
1111756835868700,214,MARKER_UPDATE,ArUco ID 214
1111757840515700,215,MARKER_UPDATE,ArUco ID 215
1111758854132000,216,MARKER_UPDATE,ArUco ID 216
1111759861185500,217,MARKER_UPDATE,ArUco ID 217
1111760875431400,218,MARKER_UPDATE,ArUco ID 218
1111761890578300,219,MARKER_UPDATE,ArUco ID 219
1111762897615300,220,MARKER_UPDATE,ArUco ID 220
1111763903306700,221,MARKER_UPDATE,ArUco ID 221
1111764914349700,222,MARKER_UPDATE,ArUco ID 222
1111765919990300,223,MARKER_UPDATE,ArUco ID 223
1111766936720700,224,MARKER_UPDATE,ArUco ID 224
1111767944448700,225,MARKER_UPDATE,ArUco ID 225
1111768945528500,226,MARKER_UPDATE,ArUco ID 226
1111769961134000,227,MARKER_UPDATE,ArUco ID 227
1111770968979800,228,MARKER_UPDATE,ArUco ID 228
1111771985343200,229,MARKER_UPDATE,ArUco ID 229
1111772994849500,230,MARKER_UPDATE,ArUco ID 230
1111774002671900,231,MARKER_UPDATE,ArUco ID 231
1111775011311500,232,MARKER_UPDATE,ArUco ID 232
1111776025843300,233,MARKER_UPDATE,ArUco ID 233
1111777039021200,234,MARKER_UPDATE,ArUco ID 234
1111778051603300,235,MARKER_UPDATE,ArUco ID 235
1111779053717900,236,MARKER_UPDATE,ArUco ID 236
1111780066476000,237,MARKER_UPDATE,ArUco ID 237
1111781068915400,238,MARKER_UPDATE,ArUco ID 238
1111782070011400,239,MARKER_UPDATE,ArUco ID 239
1111783085390800,240,MARKER_UPDATE,ArUco ID 240
1111784095078200,241,MARKER_UPDATE,ArUco ID 241
1111785103501300,242,MARKER_UPDATE,ArUco ID 242
1111786111813200,243,MARKER_UPDATE,ArUco ID 243
1111787124204900,244,MARKER_UPDATE,ArUco ID 244
1111788135662800,245,MARKER_UPDATE,ArUco ID 245
1111789144461600,246,MARKER_UPDATE,ArUco ID 246
1111790150316600,247,MARKER_UPDATE,ArUco ID 247
1111791153317200,248,MARKER_UPDATE,ArUco ID 248
1111792165449800,249,MARKER_UPDATE,ArUco ID 249
1111793169941800,250,MARKER_UPDATE,ArUco ID 250
1111794172564300,251,MARKER_UPDATE,ArUco ID 251
1111795186692900,252,MARKER_UPDATE,ArUco ID 252
1111796203343700,253,MARKER_UPDATE,ArUco ID 253
1111797211556400,254,MARKER_UPDATE,ArUco ID 254
1111798223477100,255,MARKER_UPDATE,ArUco ID 255
1111799236069200,256,MARKER_UPDATE,ArUco ID 256
1111800251668100,257,MARKER_UPDATE,ArUco ID 257
1111801260367400,258,MARKER_UPDATE,ArUco ID 258
1111802268033500,259,MARKER_UPDATE,ArUco ID 259
