t_pc_ns,sync_id,state,description
1643444640545400,100,MARKER_UPDATE,ArUco ID 100
1643445647635000,101,MARKER_UPDATE,ArUco ID 101
1643446660830800,102,MARKER_UPDATE,ArUco ID 102
1643447673872100,103,MARKER_UPDATE,ArUco ID 103
1643448683635900,104,MARKER_UPDATE,ArUco ID 104
1643449683715500,105,MARKER_UPDATE,ArUco ID 105
1643450697359000,106,MARKER_UPDATE,ArUco ID 106
1643451707745900,107,MARKER_UPDATE,ArUco ID 107
1643452718174500,108,MARKER_UPDATE,ArUco ID 108
1643453719381400,109,MARKER_UPDATE,ArUco ID 109
1643454733718300,110,MARKER_UPDATE,ArUco ID 110
1643455745821300,111,MARKER_UPDATE,ArUco ID 111
1643456746494500,112,MARKER_UPDATE,ArUco ID 112
1643457755555400,113,MARKER_UPDATE,ArUco ID 113
1643458769557400,114,MARKER_UPDATE,ArUco ID 114
1643459771169800,115,MARKER_UPDATE,ArUco ID 115
1643460771349000,116,MARKER_UPDATE,ArUco ID 116
1643461785645900,117,MARKER_UPDATE,ArUco ID 117
1643462796921000,118,MARKER_UPDATE,ArUco ID 118
1643463808997400,119,MARKER_UPDATE,ArUco ID 119
1643464820044200,120,MARKER_UPDATE,ArUco ID 120
1643465821465500,121,MARKER_UPDATE,ArUco ID 121
1643466836703800,122,MARKER_UPDATE,ArUco ID 122
1643467850025500,123,MARKER_UPDATE,ArUco ID 123
1643468865091700,124,MARKER_UPDATE,ArUco ID 124
1643469878890300,125,MARKER_UPDATE,ArUco ID 125
1643470893351700,126,MARKER_UPDATE,ArUco ID 126
1643471893555200,127,MARKER_UPDATE,ArUco ID 127
1643472903200400,128,MARKER_UPDATE,ArUco ID 128
1643473916746400,129,MARKER_UPDATE,ArUco ID 129
1643474932339200,130,MARKER_UPDATE,ArUco ID 130
1643475932395300,131,MARKER_UPDATE,ArUco ID 131
1643476945755300,132,MARKER_UPDATE,ArUco ID 132
1643477960962000,133,MARKER_UPDATE,ArUco ID 133
1643478974595300,134,MARKER_UPDATE,ArUco ID 134
1643479989047600,135,MARKER_UPDATE,ArUco ID 135
1643481002255400,136,MARKER_UPDATE,ArUco ID 136
1643482013443300,137,MARKER_UPDATE,ArUco ID 137
1643483016379700,138,MARKER_UPDATE,ArUco ID 138
1643484029169700,139,MARKER_UPDATE,ArUco ID 139
1643485044050700,140,MARKER_UPDATE,ArUco ID 140
1643486055959600,141,MARKER_UPDATE,ArUco ID 141
1643487069289800,142,MARKER_UPDATE,ArUco ID 142
1643488070050800,143,MARKER_UPDATE,ArUco ID 143
1643489071529700,144,MARKER_UPDATE,ArUco ID 144
1643490081398900,145,MARKER_UPDATE,ArUco ID 145
1643491091701800,146,MARKER_UPDATE,ArUco ID 146
1643492101192300,147,MARKER_UPDATE,ArUco ID 147
1643493112637700,148,MARKER_UPDATE,ArUco ID 148
1643494123291400,149,MARKER_UPDATE,ArUco ID 149
1643495133473800,150,MARKER_UPDATE,ArUco ID 150
1643496145693500,151,MARKER_UPDATE,ArUco ID 151
1643497148598500,152,MARKER_UPDATE,ArUco ID 152
1643498159843600,153,MARKER_UPDATE,ArUco ID 153
1643499174334900,154,MARKER_UPDATE,ArUco ID 154
1643500185989900,155,MARKER_UPDATE,ArUco ID 155
1643501193883300,156,MARKER_UPDATE,ArUco ID 156
1643502203950100,157,MARKER_UPDATE,ArUco ID 157
1643503213017900,158,MARKER_UPDATE,ArUco ID 158
1643504226790400,159,MARKER_UPDATE,ArUco ID 159
1643505236844500,160,MARKER_UPDATE,ArUco ID 160
1643506249943200,161,MARKER_UPDATE,ArUco ID 161
1643507265346100,162,MARKER_UPDATE,ArUco ID 162
1643508279723200,163,MARKER_UPDATE,ArUco ID 163
1643509292883400,164,MARKER_UPDATE,ArUco ID 164
1643510303840800,165,MARKER_UPDATE,ArUco ID 165
1643511316590300,166,MARKER_UPDATE,ArUco ID 166
1643512328620800,167,MARKER_UPDATE,ArUco ID 167
1643513343644100,168,MARKER_UPDATE,ArUco ID 168
1643514357338800,169,MARKER_UPDATE,ArUco ID 169
1643515369297200,170,MARKER_UPDATE,ArUco ID 170
1643516383829000,171,MARKER_UPDATE,ArUco ID 171
1643517395040700,172,MARKER_UPDATE,ArUco ID 172
1643518408095800,173,MARKER_UPDATE,ArUco ID 173
1643519419400800,174,MARKER_UPDATE,ArUco ID 174
1643520432697400,175,MARKER_UPDATE,ArUco ID 175
1643521445381000,176,MARKER_UPDATE,ArUco ID 176
1643522446767300,177,MARKER_UPDATE,ArUco ID 177
1643523461567400,178,MARKER_UPDATE,ArUco ID 178
1643524473051000,179,MARKER_UPDATE,ArUco ID 179
1643525487838800,180,MARKER_UPDATE,ArUco ID 180
1643526501327900,181,MARKER_UPDATE,ArUco ID 181
1643527504096000,182,MARKER_UPDATE,ArUco ID 182
1643528512838300,183,MARKER_UPDATE,ArUco ID 183
1643529524914200,184,MARKER_UPDATE,ArUco ID 184
1643530537966600,185,MARKER_UPDATE,ArUco ID 185
1643531550940000,186,MARKER_UPDATE,ArUco ID 186
1643532559080800,187,MARKER_UPDATE,ArUco ID 187
1643533568292000,188,MARKER_UPDATE,ArUco ID 188
