t_pc_ns,sync_id,state,description
519285125601900,100,MARKER_UPDATE,ArUco ID 100
519286141773400,101,MARKER_UPDATE,ArUco ID 101
519287157379800,102,MARKER_UPDATE,ArUco ID 102
519288163747200,103,MARKER_UPDATE,ArUco ID 103
519289166451100,104,MARKER_UPDATE,ArUco ID 104
519290174205400,105,MARKER_UPDATE,ArUco ID 105
519291181399300,106,MARKER_UPDATE,ArUco ID 106
519292191158100,107,MARKER_UPDATE,ArUco ID 107
519293207916800,108,MARKER_UPDATE,ArUco ID 108
519294216198200,109,MARKER_UPDATE,ArUco ID 109
519295230912000,110,MARKER_UPDATE,ArUco ID 110
519296231464700,111,MARKER_UPDATE,ArUco ID 111
519297233222100,112,MARKER_UPDATE,ArUco ID 112
519298241738900,113,MARKER_UPDATE,ArUco ID 113
519299257855700,114,MARKER_UPDATE,ArUco ID 114
519300257858800,115,MARKER_UPDATE,ArUco ID 115
519301258568300,116,MARKER_UPDATE,ArUco ID 116
519302265690500,117,MARKER_UPDATE,ArUco ID 117
519303275789300,118,MARKER_UPDATE,ArUco ID 118
519304283446800,119,MARKER_UPDATE,ArUco ID 119
519305299364100,120,MARKER_UPDATE,ArUco ID 120
519306307690300,121,MARKER_UPDATE,ArUco ID 121
519307312949200,122,MARKER_UPDATE,ArUco ID 122
519308323755200,123,MARKER_UPDATE,ArUco ID 123
519309332919900,124,MARKER_UPDATE,ArUco ID 124
519310333068100,125,MARKER_UPDATE,ArUco ID 125
519311340913100,126,MARKER_UPDATE,ArUco ID 126
519312353229200,127,MARKER_UPDATE,ArUco ID 127
519313353797600,128,MARKER_UPDATE,ArUco ID 128
519314362136500,129,MARKER_UPDATE,ArUco ID 129
519315365881000,130,MARKER_UPDATE,ArUco ID 130
519316382984800,131,MARKER_UPDATE,ArUco ID 131
519317398002000,132,MARKER_UPDATE,ArUco ID 132
519318405644800,133,MARKER_UPDATE,ArUco ID 133
519319407882100,134,MARKER_UPDATE,ArUco ID 134
519320422963500,135,MARKER_UPDATE,ArUco ID 135
519321425389600,136,MARKER_UPDATE,ArUco ID 136
519322431411700,137,MARKER_UPDATE,ArUco ID 137
519323440659300,138,MARKER_UPDATE,ArUco ID 138
519324448788000,139,MARKER_UPDATE,ArUco ID 139
519325449426500,140,MARKER_UPDATE,ArUco ID 140
519326464475400,141,MARKER_UPDATE,ArUco ID 141
519327465276100,142,MARKER_UPDATE,ArUco ID 142
519328491015300,143,MARKER_UPDATE,ArUco ID 143
519329498858900,144,MARKER_UPDATE,ArUco ID 144
519330499561500,145,MARKER_UPDATE,ArUco ID 145
519331515525500,146,MARKER_UPDATE,ArUco ID 146
519332515920600,147,MARKER_UPDATE,ArUco ID 147
519333522651800,148,MARKER_UPDATE,ArUco ID 148
519334531793600,149,MARKER_UPDATE,ArUco ID 149
519335532529500,150,MARKER_UPDATE,ArUco ID 150
519336544803000,151,MARKER_UPDATE,ArUco ID 151
519337549128500,152,MARKER_UPDATE,ArUco ID 152
519338573977100,153,MARKER_UPDATE,ArUco ID 153
519339580747200,154,MARKER_UPDATE,ArUco ID 154
519340581575500,155,MARKER_UPDATE,ArUco ID 155
519341598306600,156,MARKER_UPDATE,ArUco ID 156
519342612994700,157,MARKER_UPDATE,ArUco ID 157
519343615603500,158,MARKER_UPDATE,ArUco ID 158
519344630638500,159,MARKER_UPDATE,ArUco ID 159
519345645743100,160,MARKER_UPDATE,ArUco ID 160
519346647493200,161,MARKER_UPDATE,ArUco ID 161
519347647844000,162,MARKER_UPDATE,ArUco ID 162
519348664573500,163,MARKER_UPDATE,ArUco ID 163
519349679499400,164,MARKER_UPDATE,ArUco ID 164
519350681163400,165,MARKER_UPDATE,ArUco ID 165
519351684069400,166,MARKER_UPDATE,ArUco ID 166
519352697208900,167,MARKER_UPDATE,ArUco ID 167
519353704844400,168,MARKER_UPDATE,ArUco ID 168
519354715362400,169,MARKER_UPDATE,ArUco ID 169
519355732005900,170,MARKER_UPDATE,ArUco ID 170
519356747546500,171,MARKER_UPDATE,ArUco ID 171
519357764141400,172,MARKER_UPDATE,ArUco ID 172
519358779251600,173,MARKER_UPDATE,ArUco ID 173
519359782860000,174,MARKER_UPDATE,ArUco ID 174
519360790233100,175,MARKER_UPDATE,ArUco ID 175
519361797195900,176,MARKER_UPDATE,ArUco ID 176
519362797340700,177,MARKER_UPDATE,ArUco ID 177
519363814956200,178,MARKER_UPDATE,ArUco ID 178
519364821404200,179,MARKER_UPDATE,ArUco ID 179
519365848439000,180,MARKER_UPDATE,ArUco ID 180
519366855761300,181,MARKER_UPDATE,ArUco ID 181
519367873477500,182,MARKER_UPDATE,ArUco ID 182
