t_pc_ns,sync_id,state,description
433389291739800,100,MARKER_UPDATE,ArUco ID 100
433390303943900,101,MARKER_UPDATE,ArUco ID 101
433391321451300,102,MARKER_UPDATE,ArUco ID 102
433392337169300,103,MARKER_UPDATE,ArUco ID 103
433393338190200,104,MARKER_UPDATE,ArUco ID 104
433394353815200,105,MARKER_UPDATE,ArUco ID 105
433395370441500,106,MARKER_UPDATE,ArUco ID 106
433396377361900,107,MARKER_UPDATE,ArUco ID 107
433397395382700,108,MARKER_UPDATE,ArUco ID 108
433398403761000,109,MARKER_UPDATE,ArUco ID 109
433399420377200,110,MARKER_UPDATE,ArUco ID 110
433400421076000,111,MARKER_UPDATE,ArUco ID 111
433401436970400,112,MARKER_UPDATE,ArUco ID 112
433402452315200,113,MARKER_UPDATE,ArUco ID 113
433403470252200,114,MARKER_UPDATE,ArUco ID 114
433404471050800,115,MARKER_UPDATE,ArUco ID 115
433405495213700,116,MARKER_UPDATE,ArUco ID 116
433406520209300,117,MARKER_UPDATE,ArUco ID 117
433407536839300,118,MARKER_UPDATE,ArUco ID 118
433408545211200,119,MARKER_UPDATE,ArUco ID 119
433409561798700,120,MARKER_UPDATE,ArUco ID 120
433410570098100,121,MARKER_UPDATE,ArUco ID 121
433411580098700,122,MARKER_UPDATE,ArUco ID 122
433412595194600,123,MARKER_UPDATE,ArUco ID 123
433413948369700,124,MARKER_UPDATE,ArUco ID 124
433414961651700,125,MARKER_UPDATE,ArUco ID 125
433415969972600,126,MARKER_UPDATE,ArUco ID 126
433416994981100,127,MARKER_UPDATE,ArUco ID 127
433417994990300,128,MARKER_UPDATE,ArUco ID 128
433419011557800,129,MARKER_UPDATE,ArUco ID 129
433420019912100,130,MARKER_UPDATE,ArUco ID 130
433421036530500,131,MARKER_UPDATE,ArUco ID 131
433422044839600,132,MARKER_UPDATE,ArUco ID 132
433423053108300,133,MARKER_UPDATE,ArUco ID 133
433424069784100,134,MARKER_UPDATE,ArUco ID 134
433425086373700,135,MARKER_UPDATE,ArUco ID 135
433426086388800,136,MARKER_UPDATE,ArUco ID 136
433427094779300,137,MARKER_UPDATE,ArUco ID 137
433428112130600,138,MARKER_UPDATE,ArUco ID 138
433429119689800,139,MARKER_UPDATE,ArUco ID 139
433430136290700,140,MARKER_UPDATE,ArUco ID 140
433431144633700,141,MARKER_UPDATE,ArUco ID 141
433432152905200,142,MARKER_UPDATE,ArUco ID 142
433433153797700,143,MARKER_UPDATE,ArUco ID 143
433434169528000,144,MARKER_UPDATE,ArUco ID 144
433435178602900,145,MARKER_UPDATE,ArUco ID 145
433436186145600,146,MARKER_UPDATE,ArUco ID 146
433437186179000,147,MARKER_UPDATE,ArUco ID 147
433438194513400,148,MARKER_UPDATE,ArUco ID 148
433439194945800,149,MARKER_UPDATE,ArUco ID 149
433440202712100,150,MARKER_UPDATE,ArUco ID 150
433441211017100,151,MARKER_UPDATE,ArUco ID 151
433442226667700,152,MARKER_UPDATE,ArUco ID 152
433443235985800,153,MARKER_UPDATE,ArUco ID 153
433444251652200,154,MARKER_UPDATE,ArUco ID 154
433445269240400,155,MARKER_UPDATE,ArUco ID 155
433446276546500,156,MARKER_UPDATE,ArUco ID 156
433447277540600,157,MARKER_UPDATE,ArUco ID 157
433448285857500,158,MARKER_UPDATE,ArUco ID 158
433449294975600,159,MARKER_UPDATE,ArUco ID 159
433450302443200,160,MARKER_UPDATE,ArUco ID 160
433451303240500,161,MARKER_UPDATE,ArUco ID 161
433452310747400,162,MARKER_UPDATE,ArUco ID 162
433453328090300,163,MARKER_UPDATE,ArUco ID 163
433454336561900,164,MARKER_UPDATE,ArUco ID 164
433455353124000,165,MARKER_UPDATE,ArUco ID 165
433456353182300,166,MARKER_UPDATE,ArUco ID 166
433457368995000,167,MARKER_UPDATE,ArUco ID 167
433458385602100,168,MARKER_UPDATE,ArUco ID 168
433459393948700,169,MARKER_UPDATE,ArUco ID 169
433460394713400,170,MARKER_UPDATE,ArUco ID 170
433461411762100,171,MARKER_UPDATE,ArUco ID 171
433462420688100,172,MARKER_UPDATE,ArUco ID 172
433463436289300,173,MARKER_UPDATE,ArUco ID 173
433464452908400,174,MARKER_UPDATE,ArUco ID 174
433465461695000,175,MARKER_UPDATE,ArUco ID 175
433466468713200,176,MARKER_UPDATE,ArUco ID 176
433467476565200,177,MARKER_UPDATE,ArUco ID 177
433468477041400,178,MARKER_UPDATE,ArUco ID 178
433469485363600,179,MARKER_UPDATE,ArUco ID 179
433470494392000,180,MARKER_UPDATE,ArUco ID 180
433471501959100,181,MARKER_UPDATE,ArUco ID 181
433472510278800,182,MARKER_UPDATE,ArUco ID 182
433473510999700,183,MARKER_UPDATE,ArUco ID 183
433474526528800,184,MARKER_UPDATE,ArUco ID 184
433475527704700,185,MARKER_UPDATE,ArUco ID 185
433476543488200,186,MARKER_UPDATE,ArUco ID 186
433477551787500,187,MARKER_UPDATE,ArUco ID 187
433478551868700,188,MARKER_UPDATE,ArUco ID 188
433479560087900,189,MARKER_UPDATE,ArUco ID 189
433480576205100,190,MARKER_UPDATE,ArUco ID 190
433481577953100,191,MARKER_UPDATE,ArUco ID 191
433482593408600,192,MARKER_UPDATE,ArUco ID 192
433483618344500,193,MARKER_UPDATE,ArUco ID 193
433484634927400,194,MARKER_UPDATE,ArUco ID 194
433485651153400,195,MARKER_UPDATE,ArUco ID 195
433486652379400,196,MARKER_UPDATE,ArUco ID 196
433487652889800,197,MARKER_UPDATE,ArUco ID 197
433488659885700,198,MARKER_UPDATE,ArUco ID 198
433489668174100,199,MARKER_UPDATE,ArUco ID 199
433490675979800,200,MARKER_UPDATE,ArUco ID 200
433491693905400,201,MARKER_UPDATE,ArUco ID 201
433492710719400,202,MARKER_UPDATE,ArUco ID 202
433493727260400,203,MARKER_UPDATE,ArUco ID 203
433494743817200,204,MARKER_UPDATE,ArUco ID 204
433495760460900,205,MARKER_UPDATE,ArUco ID 205
433496784658200,206,MARKER_UPDATE,ArUco ID 206
433497792992000,207,MARKER_UPDATE,ArUco ID 207
433498802113200,208,MARKER_UPDATE,ArUco ID 208
433499817947700,209,MARKER_UPDATE,ArUco ID 209
433500834548700,210,MARKER_UPDATE,ArUco ID 210
433501835365400,211,MARKER_UPDATE,ArUco ID 211
433502850741200,212,MARKER_UPDATE,ArUco ID 212
433503867856300,213,MARKER_UPDATE,ArUco ID 213
433504876109300,214,MARKER_UPDATE,ArUco ID 214
433505892769000,215,MARKER_UPDATE,ArUco ID 215
433506893517500,216,MARKER_UPDATE,ArUco ID 216
433507901851800,217,MARKER_UPDATE,ArUco ID 217
433508918837400,218,MARKER_UPDATE,ArUco ID 218
433509934329200,219,MARKER_UPDATE,ArUco ID 219
433510934342300,220,MARKER_UPDATE,ArUco ID 220
433511951769500,221,MARKER_UPDATE,ArUco ID 221
433512967644300,222,MARKER_UPDATE,ArUco ID 222
433513975889000,223,MARKER_UPDATE,ArUco ID 223
433514984195300,224,MARKER_UPDATE,ArUco ID 224
433516000840800,225,MARKER_UPDATE,ArUco ID 225
433517009140200,226,MARKER_UPDATE,ArUco ID 226
433518017497000,227,MARKER_UPDATE,ArUco ID 227
433519034109500,228,MARKER_UPDATE,ArUco ID 228
433520050768100,229,MARKER_UPDATE,ArUco ID 229
433521051504100,230,MARKER_UPDATE,ArUco ID 230
433522066816700,231,MARKER_UPDATE,ArUco ID 231
433523075725800,232,MARKER_UPDATE,ArUco ID 232
433524092308900,233,MARKER_UPDATE,ArUco ID 233
433525100653800,234,MARKER_UPDATE,ArUco ID 234
433526108920300,235,MARKER_UPDATE,ArUco ID 235
433527118082200,236,MARKER_UPDATE,ArUco ID 236
433528135130100,237,MARKER_UPDATE,ArUco ID 237
433529140884000,238,MARKER_UPDATE,ArUco ID 238
433530150516200,239,MARKER_UPDATE,ArUco ID 239
433531158797100,240,MARKER_UPDATE,ArUco ID 240
433532165784200,241,MARKER_UPDATE,ArUco ID 241
433533175458100,242,MARKER_UPDATE,ArUco ID 242
433534180794200,243,MARKER_UPDATE,ArUco ID 243
433535183703100,244,MARKER_UPDATE,ArUco ID 244
433536193269600,245,MARKER_UPDATE,ArUco ID 245
433537200316400,246,MARKER_UPDATE,ArUco ID 246
433538208619900,247,MARKER_UPDATE,ArUco ID 247
433539215493000,248,MARKER_UPDATE,ArUco ID 248
433540225242300,249,MARKER_UPDATE,ArUco ID 249
433541233569800,250,MARKER_UPDATE,ArUco ID 250
433542240558500,251,MARKER_UPDATE,ArUco ID 251
433543250208900,252,MARKER_UPDATE,ArUco ID 252
433544275136900,253,MARKER_UPDATE,ArUco ID 253
433545283451900,254,MARKER_UPDATE,ArUco ID 254
433546291784300,255,MARKER_UPDATE,ArUco ID 255
